Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,Telephone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for promoting interoperability of EHRs,Meets criteria for birthing friendly designation,Hospital overall rating,Hospital overall rating footnote,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,MORT Group Footnote,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,Safety Group Footnote,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,READM Group Footnote,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,Pt Exp Group Footnote,TE Group Measure Count,Count of Facility TE Measures,TE Group Footnote,FIPS,CBSA 2020,RUCA,FORHP/ RURAL 2022,PSF PAYMENT,POS CERTIFIED BEDS,POS TOTAL BEDS,CR ACUTE BEDS,PSF BEDS,longitude,latitude
140202,ADVOCATE CONDELL MEDICAL CENTER,801 S MILWAUKEE AVE,LIBERTYVILLE,IL,60048,LAKE,(847) 362-2900,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,7,1,6,0,,8,7,3,4,0,,11,9,0,8,1,,8,8,,12,11,,17097,Metro,1.0,Metro,PPS,284,284,257.0,230.0,-87.957664,42.274496
140288,ADVOCATE GOOD SAMARITAN HOSPITAL,3815 HIGHLAND AVENUE,DOWNERS GROVE,IL,60515,DU PAGE,(630) 275-5900,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,7,0,7,0,,8,8,1,6,1,,11,9,0,8,1,,8,8,,12,11,,17043,Metro,1.0,Metro,PPS,366,366,293.0,269.0,-88.007621,41.819618
140291,ADVOCATE GOOD SHEPHERD HOSPITAL,450 WEST HIGHWAY 22,BARRINGTON,IL,60010,LAKE,(847) 381-9600,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Y,4,,7,7,1,6,0,,8,8,3,5,0,,11,9,1,7,1,,8,8,,12,11,,17097,Metro,1.0,Metro,PPS,154,154,176.0,146.0,-96.898544,32.057857
140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,COOK,(773) 975-1600,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,6,1,5,0,,8,7,0,7,0,,11,10,0,8,2,,8,8,,12,9,,17031,Metro,1.0,Metro,PPS,997,997,233.0,224.0,-87.6509,41.93678
140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,1775 DEMPSTER ST,PARK RIDGE,IL,60068,COOK,(847) 723-2210,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Y,5,,7,7,3,4,0,,8,8,2,6,0,,11,11,0,11,0,,8,8,,12,10,,17031,Metro,1.0,Metro,RRC,638,638,543.0,516.0,-87.847573,42.038471
140030,ADVOCATE SHERMAN HOSPITAL,1425 NORTH RANDALL ROAD,ELGIN,IL,60123,KANE,(847) 742-9800,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,7,0,7,0,,8,8,2,6,0,,11,10,0,10,0,,8,8,,12,11,,17089,Metro,1.0,Metro,PPS,255,255,255.0,237.0,-88.330503,42.069972
140048,ADVOCATE TRINITY HOSPITAL,2320 E 93RD ST,CHICAGO,IL,60617,COOK,(773) 967-5002,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,2,,7,6,1,5,0,,8,6,1,5,0,,11,9,0,6,3,,8,8,,12,11,,17031,Metro,1.0,Metro,PPS,263,263,438.0,401.0,-87.567386,41.726899
50226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1111 W LA PALMA AVENUE,ANAHEIM,CA,92801,ORANGE,(714) 774-1450,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,5,1,4,0,,8,5,0,5,0,,11,6,0,3,3,,8,8,,12,8,,6059,Metro,1.0,Metro,PPS,186,224,223.0,223.0,-117.933962,33.848084
50289,AHMC SETON MEDICAL CENTER,1900 SULLIVAN AVENUE,DALY CITY,CA,94015,SAN MATEO,(650) 992-4000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,,1,,7,7,0,7,0,,8,5,0,5,0,,11,8,0,8,0,,8,8,,12,8,,6081,Metro,1.0,Metro,PPS,275,279,188.0,255.0,-122.474825,37.679285
390333,"AHN EMERUS WESTMORELAND, LLC",6321 ROUTE 30,GREENSBURG,PA,15601,WESTMORELAND,(787) 295-4735,Acute Care Hospitals,Proprietary,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,1,0,1,0,,8,8,,12,7,,42129,Metro,1.0,Metro,PPS,10,10,40.0,32.0,-74.268218,43.782366
390334,AHN WEXFORD HOSPITAL,12351 PERRY HIGHWAY,WEXFORD,PA,15090,ALLEGHENY,(412) 295-3319,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,,7,Not Available,Not Available,Not Available,Not Available,5.0,8,5,1,4,0,,11,5,0,5,0,,8,8,,12,8,,42003,Metro,1.0,Metro,PPS,76,100,144.0,100.0,-80.062478,40.635594
420082,AIKEN REGIONAL MEDICAL CENTER,302 UNIVERSITY PARKWAY,AIKEN,SC,29801,AIKEN,(803) 641-5900,Acute Care Hospitals,Proprietary,Yes,Y,Y,2,,7,6,0,6,0,,8,7,1,6,0,,11,8,1,7,0,,8,8,,12,11,,45003,Metro,1.0,Metro,PPS,273,273,211.0,175.0,-81.762426,33.571075
360027,AKRON GENERAL MEDICAL CENTER,1 AKRON GENERAL AVENUE,AKRON,OH,44307,SUMMIT,(330) 344-7944,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,7,1,6,0,,8,7,4,3,0,,11,11,1,8,2,,8,8,,12,12,,39153,Metro,1.0,Metro,RRC,511,511,401.0,386.0,-81.532992,41.077809
340070,ALAMANCE REGIONAL MEDICAL CENTER,1240 HUFFMAN MILL RD,BURLINGTON,NC,27216,ALAMANCE,(336) 538-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,,7,6,0,6,0,,8,7,1,6,0,,11,10,0,9,1,,8,8,,12,10,,37001,Metro,1.0,Metro,RRC,238,238,176.0,174.0,-79.501352,36.06138
50211,ALAMEDA HOSPITAL,2070 CLINTON AVENUE,ALAMEDA,CA,94501,ALAMEDA,(510) 522-3700,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,,4,,7,4,0,4,0,,8,5,1,4,0,,11,4,0,4,0,,8,8,,12,6,,6001,Metro,1.0,Metro,PPS,145,145,66.0,63.0,-122.254206,37.762589
20026,ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,AK,99508,ANCHORAGE,(907) 729-3971,Acute Care Hospitals,Government - Federal,Yes,Y,Y,3,,7,6,0,6,0,,8,7,1,5,1,,11,7,0,7,0,,8,8,,12,7,,2020,Metro,1.0,Metro,IHS,167,167,153.0,173.0,-149.80059,61.182357
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,AK,99508,ANCHORAGE,(907) 276-1131,Acute Care Hospitals,Proprietary,Yes,Y,Y,2,,7,7,0,7,0,,8,7,2,5,0,,11,9,0,6,3,,8,8,,12,8,,2020,Metro,1.0,Metro,PPS,250,250,169.0,168.0,-149.831806,61.209589
330013,ALBANY MEDICAL CENTER HOSPITAL,"43 NEW SCOTLAND AVENUE, MAIL CODE 34",ALBANY,NY,12208,ALBANY,(518) 262-2400,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,,7,7,0,6,1,,8,8,2,6,0,,11,11,1,8,2,,8,8,,12,8,,36001,Metro,1.0,Metro,RRC,732,732,719.0,731.0,-73.809978,42.653031
390142,ALBERT EINSTEIN MEDICAL CENTER,5501 OLD YORK ROAD,PHILADELPHIA,PA,19141,PHILADELPHIA,(215) 456-6090,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,3,,7,6,0,6,0,,8,8,1,6,1,,11,10,0,10,0,,8,8,,12,11,,42101,Metro,1.0,Metro,PPS,566,783,407.0,389.0,-75.141341,40.036822
140258,ALEXIAN BROTHERS MEDICAL CENTER 1,800 BIESTERFIELD RD,ELK GROVE VILLAGE,IL,60007,COOK,(847) 437-5500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,,7,7,1,6,0,,8,8,4,4,0,,11,11,1,9,1,,8,8,,12,10,,17031,Metro,1.0,Metro,RRC,483,483,282.0,265.0,-88.016806,42.004696
50281,ALHAMBRA HOSPITAL MEDICAL CENTER,100 S RAYMOND AVE,ALHAMBRA,CA,91801,LOS ANGELES,(626) 570-1606,Acute Care Hospitals,Proprietary,No,Y,,3,,7,3,0,3,0,,8,4,1,3,0,,11,3,0,2,1,,8,8,,12,6,,6037,Metro,1.0,Metro,PPS,118,144,101.0,101.0,-118.143887,34.09014
301305,ALICE PECK DAY MEMORIAL HOSPITAL,10 ALICE PECK DAY DRIVE,LEBANON,NH,3766,GRAFTON,(603) 448-3121,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,2,0,2,0,,8,2,0,2,0,,11,6,0,6,0,,8,8,,12,4,,33009,Micro,4.0,Rural,CAH,25,25,24.0,,-72.264774,43.641411
341320,ALLEGHANY  MEMORIAL HOSPITAL,233 DOCTORS STREET,SPARTA,NC,28675,ALLEGHANY,(336) 372-5511,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,1,,37005,Neither,10.0,Rural,CAH,25,25,25.0,,-81.114455,36.509524
390050,ALLEGHENY GENERAL HOSPITAL,320 EAST NORTH AVENUE,PITTSBURGH,PA,15212,ALLEGHENY,(412) 359-3131,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,3,,7,7,0,7,0,,8,7,3,4,0,,11,11,1,8,2,,8,8,,12,8,,42003,Metro,1.0,Metro,PPS,386,524,528.0,507.0,-80.003305,40.457104
390032,ALLEGHENY VALLEY HOSPITAL,1301 CARLISLE ST,NATRONA,PA,15065,ALLEGHENY,(412) 224-5100,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,,3,,7,3,0,3,0,,8,3,0,3,0,,11,8,0,8,0,,8,8,,12,10,,42003,Metro,1.0,Metro,PPS,212,228,131.0,127.0,-79.73648,40.619004
171373,ALLEN COUNTY REGIONAL HOSPITAL,3066 NORTH KENTUCKY STREET,IOLA,KS,66749,ALLEN,(620) 365-1021,Critical Access Hospitals,Government - State,Yes,Y,,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,1,2,0,,8,Not Available,5.0,12,7,,20001,Neither,7.0,Rural,CAH,25,25,25.0,,-95.392074,37.948783
160110,ALLEN HOSPITAL,1825 LOGAN AVENUE,WATERLOO,IA,50703,BLACK HAWK,(319) 235-3941,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,7,0,6,1,,8,7,1,6,0,,11,11,0,11,0,,8,8,,12,10,,19013,Metro,1.0,Metro,RRC,234,234,189.0,181.0,-92.33829,42.527098
190133,ALLEN PARISH HOSPITAL,108 6TH AVENUE,KINDER,LA,70648,ALLEN,(337) 738-2527,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,1,0,1,0,,8,Not Available,5.0,12,5,,22003,Neither,2.0,Rural,MDH,49,49,25.0,23.0,-92.855752,30.492168
421300,ALLENDALE COUNTY HOSPITAL,1787 ALLENDALE FAIRFAX RD,FAIRFAX,SC,29827,ALLENDALE,(803) 632-3311,Critical Access Hospitals,Government - Local,Yes,,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,1,0,1,0,,8,Not Available,5.0,12,Not Available,5.0,45005,Neither,2.0,Rural,CAH,25,25,25.0,,-81.253906,32.963155
360131,ALLIANCE COMMUNITY HOSPITAL,200 EAST STATE STREET,ALLIANCE,OH,44601,STARK,(330) 596-7018,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,4,,7,3,0,3,0,,8,2,1,1,0,,11,6,1,5,0,,8,8,,12,10,,39151,Metro,4.0,Rural,MDH,207,207,50.0,50.0,-81.103323,40.903141
250151,ALLIANCE HEALTH CENTER,5000 HIGHWAY 39 NORTH,MERIDIAN,MS,39301,LAUDERDALE,(601) 483-6211,Acute Care Hospitals,Proprietary,No,,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,1,1,0,0,,11,1,0,1,0,,8,Not Available,5.0,12,2,,28075,Micro,4.0,Rural,PPS,134,134,79.0,79.0,-88.675843,32.409163
370014,ALLIANCEHEALTH DURANT,1800 UNIVERSITY BOULEVARD,DURANT,OK,74702,BRYAN,(405) 924-3080,Acute Care Hospitals,Proprietary,Yes,Y,Y,1,,7,6,0,6,0,,8,6,0,6,0,,11,8,0,4,4,,8,8,,12,11,,40013,Micro,4.0,Rural,RRC,120,148,105.0,108.0,-106.631352,35.061823
371326,ALLIANCEHEALTH MADILL,901 S 5TH AVE,MADILL,OK,73446,MARSHALL,(580) 795-3384,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,2,0,2,0,,8,Not Available,5.0,12,7,,40095,Neither,7.0,Rural,CAH,25,25,25.0,,-96.778049,34.080624
240071,ALLINA HEALTH FARIBAULT MEDICAL CENTER,200 STATE AVENUE,FARIBAULT,MN,55021,RICE,(507) 497-3733,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,Not Available,16,7,1,0,1,0,,8,2,0,2,0,,11,3,1,2,0,,8,8,,12,8,,27131,Micro,4.0,Rural,PPS,99,99,32.0,30.0,-93.257489,44.288676
240030,ALOMERE HEALTH,111 17TH AVENUE EAST,ALEXANDRIA,MN,56308,DOUGLAS,(320) 762-1511,Acute Care Hospitals,Government - Local,Yes,Y,Y,4,,7,2,0,2,0,,8,4,0,4,0,,11,8,0,8,0,,8,8,,12,12,,27041,Micro,4.0,Rural,SCH/RRC,127,127,99.0,95.0,-95.37636,45.874335
50043,ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE,OAKLAND,CA,94609,ALAMEDA,(510) 655-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,4,,7,7,1,6,0,,8,7,2,5,0,,11,11,1,9,1,,8,8,,12,9,,6001,Metro,1.0,Metro,PPS,569,569,403.0,399.0,-122.263573,37.821174
50305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,2450 ASHBY AVENUE,BERKELEY,CA,94705,ALAMEDA,(510) 204-4444,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,6,0,6,0,,8,6,2,4,0,,11,9,2,7,0,,8,8,,12,10,,6001,Metro,1.0,Metro,PPS,555,555,315.0,336.0,-122.258021,37.855571
321312,ALTA VISTA REGIONAL HOSPITAL,104 LEGION DRIVE,LAS VEGAS,NM,87701,SAN MIGUEL,(505) 426-3930,Critical Access Hospitals,Proprietary,Yes,,,Not Available,5,Not Available,Not Available,Not Available,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,Not Available,Not Available,5.0,Not Available,Not Available,Not Available,Not Available,Not Available,5.0,Not Available,Not Available,5.0,Not Available,Not Available,5.0,35047,Micro,4.0,Rural,SCH,62,62,46.0,45.0,-105.210784,35.623472
140002,ALTON MEMORIAL HOSPITAL,ONE MEMORIAL DRIVE,ALTON,IL,62002,MADISON,(618) 463-7311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,6,0,6,0,,8,7,1,6,0,,11,9,0,9,0,,8,8,,12,11,,17119,Metro,1.0,Metro,PPS,194,222,124.0,119.0,-90.125303,38.938538
350019,ALTRU HOSPITAL,1200 S COLUMBIA RD,GRAND FORKS,ND,58201,GRAND FORKS,(701) 780-5000,Acute Care Hospitals,Government - Local,Yes,Y,Y,3,,7,7,0,7,0,,8,7,2,4,1,,11,11,0,11,0,,8,8,,12,10,,38035,Metro,1.0,Metro,SCH,267,267,258.0,244.0,-97.070123,47.910099
670109,ALTUS BAYTOWN HOSPITAL,1626 W BAKER ROAD,BAYTOWN,TX,77521,HARRIS,(281) 837-7600,Acute Care Hospitals,Physician,Yes,,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,1,0,1,0,,11,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,5.0,12,Not Available,5.0,48201,Metro,1.0,Metro,PPS,14,14,14.0,14.0,-94.980004,29.770192
670135,"ALTUS HOUSTON HOSPITAL, LP",6011 W SAM HOUSTON PKWY SOUTH,HOUSTON,TX,77072,HARRIS,(713) 773-0556,Acute Care Hospitals,Proprietary,Yes,,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,5.0,12,Not Available,5.0,48201,Metro,1.0,Metro,PPS,10,10,10.0,8.0,-95.556766,29.706292
670134,ALTUS LUMBERTON HOSPITAL,220 BLANCO ST,LUMBERTON,TX,77657,HARDIN,(409) 227-0520,Acute Care Hospitals,Proprietary,Yes,,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,1,0,1,0,,8,Not Available,5.0,12,3,,48199,Metro,1.0,Metro,PPS,4,4,4.0,4.0,-97.755545,30.275224
50757,ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO ROAD,SAN DIEGO,CA,92120,SAN DIEGO,(619) 229-3172,Acute Care Hospitals,Proprietary,Yes,Y,,2,,7,5,0,5,0,,8,6,0,5,1,,11,8,0,8,0,,8,8,,12,7,,6073,Metro,1.0,Metro,PPS,281,311,226.0,226.0,-117.057445,32.775996
171382,AMBERWELL ATCHISON ASSOCIATION,800 RAVEN HILL DRIVE,ATCHISON,KS,66002,ATCHISON,(913) 367-2131,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Y,Not Available,16,7,2,0,2,0,,8,1,0,1,0,,11,4,1,3,0,,8,8,,12,5,,20005,Micro,4.0,Rural,CAH,25,25,25.0,,-82.4289,35.533198
460023,AMERICAN FORK HOSPITAL,170 NORTH 1100 EAST,AMERICAN FORK,UT,84003,UTAH,(801) 855-3300,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,2,0,2,0,,8,4,0,4,0,,11,5,2,3,0,,8,8,,12,11,,49049,Metro,1.0,Metro,PPS,89,89,88.0,90.0,-111.766679,40.380301
521308,AMERY HOSPITAL & CLINIC,265 GRIFFIN STREET EAST,AMERY,WI,54001,POLK,(715) 268-0300,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Y,Not Available,16,7,2,0,2,0,,8,1,0,1,0,,11,5,0,5,0,,8,8,,12,7,,55095,Neither,7.0,Rural,CAH,25,25,25.0,,-92.359341,45.297648
50744,ANAHEIM GLOBAL MEDICAL CENTER,1025 S ANAHEIM BLVD,ANAHEIM,CA,92805,ORANGE,(714) 533-6220,Acute Care Hospitals,Proprietary,No,,,Not Available,16,7,1,0,1,0,,8,2,0,2,0,,11,2,0,2,0,,8,8,,12,5,,6059,Metro,1.0,Metro,PPS,184,189,103.0,102.0,-117.909934,33.820415
10036,ANDALUSIA HEALTH,849 SOUTH THREE NOTCH STREET,ANDALUSIA,AL,36420,COVINGTON,(334) 222-8466,Acute Care Hospitals,Proprietary,Yes,Y,Y,3,,7,4,0,4,0,,8,3,0,3,0,,11,7,0,7,0,,8,8,,12,9,,1039,Neither,7.0,Rural,MDH,88,88,83.0,87.0,-86.494483,31.295985
171316,ANDERSON COUNTY HOSPITAL,421 S MAPLE,GARNETT,KS,66032,ANDERSON,(785) 448-3131,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,1,0,1,0,,8,Not Available,5.0,12,5,,20003,Neither,7.0,Rural,CAH,25,25,12.0,,-95.251259,38.279539
140289,ANDERSON HOSPITAL,6800 STATE ROUTE 162,MARYVILLE,IL,62062,MADISON,(618) 288-5711,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,6,0,6,0,,8,8,2,6,0,,11,10,1,8,1,,8,8,,12,10,,17119,Metro,1.0,Metro,PPS,151,151,120.0,103.0,-89.94669,38.736699
250104,ANDERSON REGIONAL MEDICAL CENTER,2124 14TH STREET,MERIDIAN,MS,39301,LAUDERDALE,(601) 553-6000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,,7,7,0,5,2,,8,7,0,7,0,,11,11,0,10,1,,8,8,,12,10,,28075,Micro,,Rural,RRC,260,260,270.0,250.0,-88.699711,32.37255
301310,ANDROSCOGGIN VALLEY HOSPITAL,59 PAGE HILL ROAD,BERLIN,NH,3570,COOS,(603) 752-2200,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,3,0,3,0,,8,2,0,2,0,,11,4,1,3,0,,8,Not Available,5.0,12,7,,33007,Micro,4.0,Rural,CAH,25,25,25.0,,-71.154959,44.487168
341326,ANGEL MEDICAL CENTER,124 CENTER COURT PO BOX 1209,FRANKLIN,NC,28734,MACON,(828) 524-8411,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,3,,7,4,0,4,0,,8,1,0,1,0,,11,5,0,5,0,,8,8,,12,9,,37113,Neither,7.0,Rural,CAH,25,25,25.0,,-83.41226,35.189081
60117,"ANIMAS SURGICAL HOSPITAL, LLC","575 RIVERGATE LN, UNIT 100",DURANGO,CO,81301,LA PLATA,(970) 247-3537,Acute Care Hospitals,Proprietary,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,2,0,2,0,,11,3,0,3,0,,8,8,,12,5,,8067,Micro,4.0,Rural,PPS,12,12,12.0,11.0,-107.855778,37.446857
420027,ANMED HEALTH,800 N FANT ST,ANDERSON,SC,29621,ANDERSON,(864) 512-2830,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,Y,3,,7,7,0,7,0,,8,8,2,6,0,,11,11,0,10,1,,8,8,,12,11,,45007,Metro,1.0,Metro,PPS,533,533,367.0,339.0,-82.646082,34.511502
220029,ANNA JAQUES HOSPITAL,25 HIGHLAND AVENUE,NEWBURYPORT,MA,1950,ESSEX,(978) 463-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,Y,4,,7,5,0,5,0,,8,3,0,3,0,,11,9,0,8,1,,8,8,,12,9,,25009,Metro,1.0,Metro,PPS,123,123,116.0,112.0,-71.208132,42.349542
281314,ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER,"P O BOX 428, 531 BEEBE ST",OSCEOLA,NE,68651,POLK,(402) 747-2031,Critical Access Hospitals,Government - Local,Yes,,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,2,0,2,0,,8,Not Available,5.0,12,4,,31143,Neither,5.0,Rural,CAH,16,16,16.0,,-97.570129,41.228224
281326,ANTELOPE MEMORIAL HOSPITAL,"P O BOX 229, 102 WEST 9TH ST",NELIGH,NE,68756,ANTELOPE,(402) 887-4151,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,2,0,2,0,,8,Not Available,5.0,12,4,,31003,Neither,10.0,Rural,CAH,25,25,17.0,,-97.980286,42.183568
50056,ANTELOPE VALLEY HOSPITAL,1600 W AVE J,LANCASTER,CA,93534,LOS ANGELES,(661) 949-5000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Y,2,,7,6,0,5,1,,8,8,1,7,0,,11,8,0,8,0,,8,8,,12,8,,6037,Metro,1.0,Metro,PPS,341,341,393.0,393.0,-118.158367,34.68836
241341,APPLETON AREA HEALTH,30 S BEHL ST,APPLETON,MN,56208,SWIFT,(320) 289-1580,Critical Access Hospitals,Government - Local,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,5.0,12,3,,27151,Neither,10.0,Rural,CAH,15,15,15.0,,-96.008789,45.199901
110071,APPLING HEALTHCARE,163 E TOLLISON STREET,BAXLEY,GA,31513,APPLING,(912) 367-9841,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,2,0,2,0,,8,Not Available,5.0,12,5,,13001,Neither,7.0,Rural,SCH,49,49,34.0,31.0,-82.348121,31.768783
501319,ARBOR HEALTH MORTON HOSPITAL,521 ADAMS STREET,MORTON,WA,98356,LEWIS,(360) 496-5112,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,1,0,1,0,,8,Not Available,5.0,12,4,,53041,Micro,10.0,Rural,CAH,25,31,25.0,,-93.382168,45.193473
111332,ARCHBOLD BROOKS,903 N COURT STREET,QUITMAN,GA,31643,BROOKS,(912) 263-4171,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,5.0,12,3,,13027,Metro,2.0,Metro,CAH,25,25,25.0,,-83.559031,30.795175
110121,ARCHBOLD GRADY,"1155 5TH STREET, SE",CAIRO,GA,39828,GRADY,(229) 377-0251,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,8,,12,8,,13131,Neither,7.0,Rural,PPS,60,60,44.0,39.0,-84.19932,30.863781
110038,ARCHBOLD MEMORIAL,915 GORDON AVENUE & MIMOSA DRIVE,THOMASVILLE,GA,31792,THOMAS,(229) 228-2880,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,6,0,6,0,,8,7,2,5,0,,11,10,0,9,1,,8,8,,12,9,,13275,Micro,,Rural,RRC,264,264,226.0,218.0,-83.971654,30.824792
111331,ARCHBOLD MITCHELL,90  E STEPHENS STREET,CAMILLA,GA,31730,MITCHELL,(229) 336-5284,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,5.0,12,4,,13205,Neither,7.0,Rural,CAH,25,25,25.0,,-84.205734,31.229427
